,# x-Amplitude, x-Frequency, y-Amplitude, y-Frequency, z-Amplitude, z-Frequency, Growth-rate, Estimated-Failure-Time
5962,0.2777787954470247,0.28879058156387305,0.03545304500321518,0.28879058156387305,0.05111942096698671,0.28879058156387305,0.02,3143.78511760992
6179,0.2818786377148861,0.28879058156387305,0.022593627420137746,0.28879058156387305,0.03693345367008074,0.28879058156387305,0.05,1917.4077717294472
1887,0.5231472282254777,0.28879058156387305,0.3188787732038619,0.28879058156387305,0.28119173245314305,0.28879058156387305,0.01,536.9192427799567
8056,0.4928600417968574,0.28879058156387305,0.3806812524934738,0.28879058156387305,0.2916641986943204,0.28879058156387305,0.05,89.55316042616771
1425,0.2870033532905147,0.28879058156387305,0.03923013127686421,0.28879058156387305,0.05048581582979521,0.28879058156387305,0.01,5941.741592317292
7999,0.35418403803672466,0.28879058156387305,0.27953358581751847,0.28879058156387305,0.24072696234530935,0.28879058156387305,0.05,136.48120379980878
3124,0.28175395791363783,0.28879058156387305,0.023749526311065652,0.28879058156387305,0.0375769716714905,0.28879058156387305,0.02,4610.27024309807
8410,0.28035906691241497,0.28879058156387305,0.01730364123530074,0.28879058156387305,0.03448916351551601,0.28879058156387305,0.05,2350.005732212131
776,0.4511216740525775,0.28879058156387305,0.2850949736491333,0.28879058156387305,0.20387135551616856,0.28879058156387305,0.01,777.77198203885
7567,0.28463293695565167,0.28879058156387305,0.059517432740332464,0.28879058156387305,0.06062408762200053,0.28879058156387305,0.05,852.3130202539135
2182,0.28175587731225765,0.28879058156387305,0.0183770726722185,0.28879058156387305,0.0354267243758155,0.28879058156387305,0.01,11170.007228467162
3284,0.2806765797140901,0.28879058156387305,0.01851688958761703,0.28879058156387305,0.037336330832046155,0.28879058156387305,0.02,5455.181994691464
5108,0.28180526325815847,0.28879058156387305,0.022719014063114624,0.28879058156387305,0.03599428843580604,0.28879058156387305,0.02,4825.8726093919195
5532,0.28076678436025865,0.28879058156387305,0.019198958305074783,0.28879058156387305,0.035998622195856325,0.28879058156387305,0.02,5390.550014275605
5845,0.2828165624570103,0.28879058156387305,0.01706622395259127,0.28879058156387305,0.03966279869096482,0.28879058156387305,0.02,5666.54687755207
5894,0.27243613857195964,0.28879058156387305,0.02915810693443592,0.28879058156387305,0.04329362077719996,0.28879058156387305,0.02,3817.5709326873734
760,0.39427274417590674,0.28879058156387305,0.3369334581189585,0.28879058156387305,0.18023068773102988,0.28879058156387305,0.01,792.2945662868137
3140,0.2806162846308104,0.28879058156387305,0.021829667885700874,0.28879058156387305,0.03700291880379169,0.28879058156387305,0.02,4898.387870526629
1651,0.28984445759751903,0.28879058156387305,0.12445968343202549,0.28879058156387305,0.0899429152296055,0.28879058156387305,0.01,2281.405085812016
154,0.2818095044529193,0.28879058156387305,0.011786297128445387,0.28879058156387305,0.03738774130647637,0.28879058156387305,0.01,15222.743328708722
2682,0.28050577177662495,0.28879058156387305,0.021595443963947584,0.28879058156387305,0.036631352691376275,0.28879058156387305,0.01,9904.711579511057
7093,0.6992288094751246,0.28879058156387305,0.6253652590286736,0.28879058156387305,0.3663133128893898,0.28879058156387305,0.05,41.21113191064374
4847,0.4172919860241747,0.28879058156387305,0.29245319625540084,0.28879058156387305,0.22482603763799247,0.28879058156387305,0.02,350.70637688946283
4402,0.2838510482629929,0.28879058156387305,0.02786384036704201,0.28879058156387305,0.03904766318232117,0.28879058156387305,0.02,4104.8974177026175
7216,0.280871663220055,0.28879058156387305,0.015821807734895527,0.28879058156387305,0.03484564822183683,0.28879058156387305,0.05,2493.252949992864
15,0.2818473402393572,0.28879058156387305,0.022730138582947527,0.28879058156387305,0.037086407213425245,0.28879058156387305,0.01,9534.191323857554
692,0.35979885269411294,0.28879058156387305,0.25871999381570804,0.28879058156387305,0.18857346578986128,0.28879058156387305,0.01,883.5417758420463
7725,0.279527796113374,0.28879058156387305,0.07548687832994554,0.28879058156387305,0.08596819877140617,0.28879058156387305,0.05,616.6272267916414
4323,0.2812818600621092,0.28879058156387305,0.014916299809269052,0.28879058156387305,0.03445360939001892,0.28879058156387305,0.02,6524.570312246471
4520,0.2826698370891383,0.28879058156387305,0.06213057218471434,0.28879058156387305,0.06130790487367841,0.28879058156387305,0.02,2068.437232314309
6908,0.6251604414868235,0.28879058156387305,0.4568742549104731,0.28879058156387305,0.3793092121211928,0.28879058156387305,0.05,55.10441191694141
8830,0.28245957162043567,0.28879058156387305,0.014539876203049322,0.28879058156387305,0.034869264402909335,0.28879058156387305,0.05,2648.737988050096
6230,0.2808753089895942,0.28879058156387305,0.02136153552533151,0.28879058156387305,0.0372175442499905,0.28879058156387305,0.05,1983.1005518015531
2480,0.28242378370101906,0.28879058156387305,0.019150477800827844,0.28879058156387305,0.037024532407580794,0.28879058156387305,0.01,10691.799213630917
5870,0.2796160367360928,0.28879058156387305,0.02373021702387064,0.28879058156387305,0.04172335556975253,0.28879058156387305,0.02,4427.542938571133
2247,0.2818202973527634,0.28879058156387305,0.019361652822008763,0.28879058156387305,0.035122665046946534,0.28879058156387305,0.01,10816.817742397516
4663,0.27719690618764126,0.28879058156387305,0.06856221700032752,0.28879058156387305,0.08041589892552342,0.28879058156387305,0.02,1691.4451175238323
2587,0.27976300255752184,0.28879058156387305,0.02065228316675907,0.28879058156387305,0.03551276953435201,0.28879058156387305,0.01,10321.155432978165
5724,0.279137067405961,0.28879058156387305,0.021984540022479432,0.28879058156387305,0.03476954989642518,0.28879058156387305,0.02,4997.31155908507
7583,0.27552363818736125,0.28879058156387305,0.06679269421126834,0.28879058156387305,0.05630957289839802,0.28879058156387305,0.05,836.4586767107315
3447,0.28235185141946567,0.28879058156387305,0.0610090091707774,0.28879058156387305,0.052739434960947386,0.28879058156387305,0.02,2274.6515792145965
1536,0.2810680486999545,0.28879058156387305,0.07524459316123651,0.28879058156387305,0.07067258591561512,0.28879058156387305,0.01,3441.564947315161
495,0.28473996277305375,0.28879058156387305,0.08997083082866357,0.28879058156387305,0.06709953204009697,0.28879058156387305,0.01,3242.512580597285
2134,0.2817478617487629,0.28879058156387305,0.018663118710440647,0.28879058156387305,0.03612343283797929,0.28879058156387305,0.01,10977.026445018531
6764,0.2671750108075229,0.28879058156387305,0.25254163379530115,0.28879058156387305,0.12486568784097576,0.28879058156387305,0.05,255.11375398497773
8244,0.28110260617788657,0.28879058156387305,0.019295139284286084,0.28879058156387305,0.03596834163538819,0.28879058156387305,0.05,2149.6050299694634
5052,0.4695331996781484,0.28879058156387305,0.4627686765544962,0.28879058156387305,0.33316780396670986,0.28879058156387305,0.02,161.3678143388833
8906,0.2829601357081948,0.28879058156387305,0.020777949850743212,0.28879058156387305,0.04073787426952957,0.28879058156387305,0.05,1954.9035091534647
839,0.5422734911463034,0.28879058156387305,0.3995002518146891,0.28879058156387305,0.3056543093103711,0.28879058156387305,0.01,408.4716110319134
2217,0.2819024654024863,0.28879058156387305,0.018625144294743063,0.28879058156387305,0.03539272241577357,0.28879058156387305,0.01,11072.335749835349
2730,0.283850611413821,0.28879058156387305,0.021244594606628767,0.28879058156387305,0.0367628508143751,0.28879058156387305,0.01,9998.103732684329
3007,0.28318946025585057,0.28879058156387305,0.044137204261257855,0.28879058156387305,0.07369123692814497,0.28879058156387305,0.01,4671.746065299216
6731,0.2968365934314703,0.28879058156387305,0.2386553665853756,0.28879058156387305,0.11710779991102215,0.28879058156387305,0.05,276.41993491961
33,0.28161023276862646,0.28879058156387305,0.02134984777463296,0.28879058156387305,0.037781836906111387,0.28879058156387305,0.01,9862.90801144344
2252,0.2794887017394442,0.28879058156387305,0.01899486246330833,0.28879058156387305,0.03500653653248204,0.28879058156387305,0.01,10969.667095220184
1098,0.28056766456596527,0.28879058156387305,0.016171530539809766,0.28879058156387305,0.0346982189744661,0.28879058156387305,0.01,12291.978452355368
4937,0.5864447568185771,0.28879058156387305,0.42894464537979726,0.28879058156387305,0.2607285822459824,0.28879058156387305,0.02,231.66964841727207
2453,0.280939344343223,0.28879058156387305,0.017093998946998912,0.28879058156387305,0.03503091206349043,0.28879058156387305,0.01,11786.479004690254
1718,0.369162719677922,0.28879058156387305,0.10578836987117247,0.28879058156387305,0.11501553286404408,0.28879058156387305,0.01,2140.6237884505404
4724,0.3040826782307733,0.28879058156387305,0.1290278667575342,0.28879058156387305,0.08852103930704835,0.28879058156387305,0.02,1133.2909231648132
2898,0.2885375039747866,0.28879058156387305,0.03431330937114635,0.28879058156387305,0.04751176696356388,0.28879058156387305,0.01,6626.687941766364
18,0.2812435044583252,0.28879058156387305,0.02196280492104777,0.28879058156387305,0.036898888872159835,0.28879058156387305,0.01,9768.565680884269
134,0.28312789194991017,0.28879058156387305,0.014303510058723348,0.28879058156387305,0.03550098590180279,0.28879058156387305,0.01,13331.359740185497
4381,0.2803520187193237,0.28879058156387305,0.023081074498385035,0.28879058156387305,0.034203087579924706,0.28879058156387305,0.02,4879.386608744434
8259,0.28149928880904834,0.28879058156387305,0.01960559103929285,0.28879058156387305,0.03542503069864584,0.28879058156387305,0.05,2138.5656079757755
4156,0.280871663220055,0.28879058156387305,0.015821807734895527,0.28879058156387305,0.03484564822183683,0.28879058156387305,0.02,6233.13237498216
8954,0.27243613857195964,0.28879058156387305,0.02915810693443592,0.28879058156387305,0.04329362077719996,0.28879058156387305,0.05,1527.0283730749493
6205,0.2805753488815437,0.28879058156387305,0.020842571818276166,0.28879058156387305,0.03622001656542968,0.28879058156387305,0.05,2036.457479041526
7656,0.2810680486999545,0.28879058156387305,0.07524459316123651,0.28879058156387305,0.07067258591561512,0.28879058156387305,0.05,688.3129894630323
1507,0.2853154548915989,0.28879058156387305,0.07289997530863777,0.28879058156387305,0.06692413615430534,0.28879058156387305,0.01,3612.3605208479366
5187,0.28168368074845934,0.28879058156387305,0.01954829915875036,0.28879058156387305,0.0359798165642906,0.28879058156387305,0.02,5326.40940498884
7730,0.2822280014456397,0.28879058156387305,0.06647232205963623,0.28879058156387305,0.08485122980841232,0.28879058156387305,0.05,671.2172751201965
6702,0.2927280239403122,0.28879058156387305,0.08764250110534273,0.28879058156387305,0.08782710287832568,0.28879058156387305,0.05,558.2878938497919
39,0.28078866073971004,0.28879058156387305,0.02209886874932742,0.28879058156387305,0.03700214047862637,0.28879058156387305,0.01,9718.730813875763
8949,0.2693357310124299,0.28879058156387305,0.02716091309216242,0.28879058156387305,0.044981347245274896,0.28879058156387305,0.05,1573.3734212560323
5992,0.2826430512147787,0.28879058156387305,0.03474411604862038,0.28879058156387305,0.052342839051774795,0.28879058156387305,0.02,3152.066334708039
5429,0.2782072781219068,0.28879058156387305,0.016800999970239868,0.28879058156387305,0.03570846398264703,0.28879058156387305,0.02,5926.738221657212
296,0.2794112667735501,0.28879058156387305,0.02788800458978735,0.28879058156387305,0.039773599283947136,0.28879058156387305,0.01,8140.002321291605
8092,0.6991091840335099,0.28879058156387305,0.45192770572293967,0.28879058156387305,0.4309726079462592,0.28879058156387305,0.05,46.9261385374227
578,0.2945957175520377,0.28879058156387305,0.0877452950305599,0.28879058156387305,0.08549336348512672,0.28879058156387305,0.01,2833.0811518533014
528,0.2786233759037457,0.28879058156387305,0.11329186378553403,0.28879058156387305,0.07332760462472505,0.28879058156387305,0.01,2744.986343365697
3664,0.2808024073970876,0.28879058156387305,0.22225509308000124,0.28879058156387305,0.10992892976828256,0.28879058156387305,0.02,751.7284647277048
247,0.2800660093620788,0.28879058156387305,0.026930072409854375,0.28879058156387305,0.040264028611156126,0.28879058156387305,0.01,8275.698212281159
8049,0.4501408739494782,0.28879058156387305,0.4303616488489652,0.28879058156387305,0.33046704404524213,0.28879058156387305,0.05,69.79012922214372
2707,0.28471595951052686,0.28879058156387305,0.0162641692071867,0.28879058156387305,0.03748539982446499,0.28879058156387305,0.01,11942.666392947103
3192,0.28256275479970816,0.28879058156387305,0.016940791008686697,0.28879058156387305,0.03741710838640527,0.28879058156387305,0.02,5802.840428383516
7966,0.5113365201117558,0.28879058156387305,0.25470023164496725,0.28879058156387305,0.23537625368757997,0.28879058156387305,0.05,148.89162902065587
4221,0.2806620886404147,0.28879058156387305,0.013801912910897532,0.28879058156387305,0.034665048680190824,0.28879058156387305,0.02,6891.085753773377
4709,0.2853594813564112,0.28879058156387305,0.1266109505532598,0.28879058156387305,0.08340070982911357,0.28879058156387305,0.02,1192.1961622720405
5064,0.6665646519280782,0.28879058156387305,0.6347031041360992,0.28879058156387305,0.44826857306753065,0.28879058156387305,0.02,66.44417107618227
7957,0.43792154913865566,0.28879058156387305,0.26242154484721714,0.28879058156387305,0.22175297607924,0.28879058156387305,0.05,152.96518195849657
5365,0.282000859573158,0.28879058156387305,0.01625806876600047,0.28879058156387305,0.0345873040290798,0.28879058156387305,0.02,6129.41844507086
6487,0.2797002681443119,0.28879058156387305,0.06072628425978325,0.28879058156387305,0.052404030379351534,0.28879058156387305,0.05,915.3953977117718
2070,0.2806996088347826,0.28879058156387305,0.02068537647711542,0.28879058156387305,0.03574995384612406,0.28879058156387305,0.01,10284.155299012715
4257,0.28139284425869826,0.28879058156387305,0.014438947330051452,0.28879058156387305,0.03476227840634155,0.28879058156387305,0.02,6661.675832223454
23,0.28164416415044,0.28879058156387305,0.024383666664388272,0.28879058156387305,0.037877444475571474,0.28879058156387305,0.01,9037.679391141071
6566,0.28333774898519964,0.28879058156387305,0.09429229448899841,0.28879058156387305,0.060920420221794266,0.28879058156387305,0.05,676.5649751777787
8288,0.2819789751027548,0.28879058156387305,0.017069270634681496,0.28879058156387305,0.035816822863006706,0.28879058156387305,0.05,2342.1302661974455
487,0.28415279551677824,0.28879058156387305,0.10171874163594435,0.28879058156387305,0.07161641152696777,0.28879058156387305,0.01,2931.2033860065135
1091,0.2817150219636858,0.28879058156387305,0.015894250532818465,0.28879058156387305,0.035166279302763885,0.28879058156387305,0.01,12389.303018733564
3807,0.5403672025576681,0.28879058156387305,0.29536546582158174,0.28879058156387305,0.2744335402242226,0.28879058156387305,0.02,292.0653940588072
5258,0.28179736833405666,0.28879058156387305,0.016647978856305652,0.28879058156387305,0.03571061466847077,0.28879058156387305,0.02,5964.916102265446
342,0.279482647761896,0.28879058156387305,0.042948490078232086,0.28879058156387305,0.044120543967634845,0.28879058156387305,0.01,6032.843763018265
1163,0.2808525705775185,0.28879058156387305,0.014933827372780229,0.28879058156387305,0.03460050866678119,0.28879058156387305,0.01,13020.873147349303
1379,0.280201650244962,0.28879058156387305,0.027919169042075732,0.28879058156387305,0.04056236679485062,0.28879058156387305,0.01,8065.951013826302
1690,0.3541862334987062,0.28879058156387305,0.2185157275804193,0.28879058156387305,0.14612825051987724,0.28879058156387305,0.01,1198.7486694387583
693,0.37260648410890546,0.28879058156387305,0.26157803883353814,0.28879058156387305,0.17713518453429852,0.28879058156387305,0.01,925.5699400055001
31,0.2809358816527358,0.28879058156387305,0.022319175612015775,0.28879058156387305,0.037148243565476954,0.28879058156387305,0.01,9641.317351199532
4804,0.4325574274012642,0.28879058156387305,0.2310619068561497,0.28879058156387305,0.1788382643619648,0.28879058156387305,0.02,494.36423022107766
3291,0.283320429196343,0.28879058156387305,0.022289872139606363,0.28879058156387305,0.037780015881415406,0.28879058156387305,0.02,4793.271135508435
6300,0.2814559660053416,0.28879058156387305,0.012807372876589484,0.28879058156387305,0.036764591660999046,0.28879058156387305,0.05,2867.8430784303373
5447,0.2806096049674708,0.28879058156387305,0.01799342101991725,0.28879058156387305,0.03537318758607994,0.28879058156387305,0.02,5669.210767337686
4821,0.3774114274899476,0.28879058156387305,0.18127298750779167,0.28879058156387305,0.2284420346608741,0.28879058156387305,0.02,492.58138687916227
6108,0.28053611247039123,0.28879058156387305,0.04358396035240488,0.28879058156387305,0.06991716241381654,0.28879058156387305,0.02,2407.280236647773
7397,0.2804255337874923,0.28879058156387305,0.02205759733062511,0.28879058156387305,0.03535210319061654,0.28879058156387305,0.05,1981.435981571456
3932,0.7153116803184468,0.28879058156387305,0.6009154815779004,0.28879058156387305,0.29988434570680744,0.28879058156387305,0.02,149.91224891881396
5643,0.28132026731112,0.28879058156387305,0.01751483942261533,0.28879058156387305,0.034120257912272585,0.28879058156387305,0.02,5848.17814745394
8756,0.2792995238091179,0.28879058156387305,0.02279080516348644,0.28879058156387305,0.035978682577326254,0.28879058156387305,0.05,1926.8042464794123
6322,0.2815359188451804,0.28879058156387305,0.02017087008534833,0.28879058156387305,0.03709255450895772,0.28879058156387305,0.05,2063.0088899178886
1388,0.2845705986218534,0.28879058156387305,0.03860893160914972,0.28879058156387305,0.04786131632122126,0.28879058156387305,0.01,6151.222009599341
6163,0.2817545172663608,0.28879058156387305,0.023969447219324848,0.28879058156387305,0.03731984994610777,0.28879058156387305,0.05,1838.4247338889083
6293,0.2815862581874336,0.28879058156387305,0.014936452055290771,0.28879058156387305,0.036026168266969506,0.28879058156387305,0.05,2571.821325806442
4798,0.32074480073728395,0.28879058156387305,0.22734769143318784,0.28879058156387305,0.1474146912624383,0.28879058156387305,0.02,582.749350077964
6260,0.282406861106454,0.28879058156387305,0.01408289742915143,0.28879058156387305,0.03694770358222552,0.28879058156387305,0.05,2666.055102977593
799,0.7306320628058968,0.28879058156387305,0.5415040092187684,0.28879058156387305,0.31369182074131285,0.28879058156387305,0.01,304.8370726739001
8234,0.28233722531752703,0.28879058156387305,0.019000715775991175,0.28879058156387305,0.035437923189713026,0.28879058156387305,0.05,2183.7427167243104
3473,0.2805993357084083,0.28879058156387305,0.05479236443155196,0.28879058156387305,0.06125664045636194,0.28879058156387305,0.02,2220.2835232140615
7059,0.7416401531740308,0.28879058156387305,0.5911438890828528,0.28879058156387305,0.3395128486523006,0.28879058156387305,0.05,49.83690016873855
8387,0.28127752558638586,0.28879058156387305,0.015765582767535112,0.28879058156387305,0.03535404927303236,0.28879058156387305,0.05,2488.0091020290606
4865,0.425490920232148,0.28879058156387305,0.2798507516516616,0.28879058156387305,0.21503946800529433,0.28879058156387305,0.02,375.6549671742405
7318,0.2821211285955024,0.28879058156387305,0.014374477381804182,0.28879058156387305,0.034378597993519174,0.28879058156387305,0.05,2682.3571106803547
7658,0.27643746489938725,0.28879058156387305,0.07875943118128774,0.28879058156387305,0.07022923607729191,0.28879058156387305,0.05,674.2073342393123
7047,0.555844889155239,0.28879058156387305,0.5997168185068683,0.28879058156387305,0.3667712638689133,0.28879058156387305,0.05,43.030560989954225
4832,0.4087471805407348,0.28879058156387305,0.20684025913733525,0.28879058156387305,0.17995132230689495,0.28879058156387305,0.02,527.419497595306
6126,0.2812709042897968,0.28879058156387305,0.0217527561472104,0.28879058156387305,0.037169040880819085,0.28879058156387305,0.05,1960.508316251286
5975,0.2794350786855509,0.28879058156387305,0.034433913515602606,0.28879058156387305,0.049735154568976654,0.28879058156387305,0.02,3240.3347516765266
5886,0.2729115930113633,0.28879058156387305,0.026240792670954128,0.28879058156387305,0.04204502348673384,0.28879058156387305,0.02,4132.484276152396
8424,0.2794471084123076,0.28879058156387305,0.016467276641873724,0.28879058156387305,0.03446739908957449,0.28879058156387305,0.05,2432.703719901788
2429,0.28084409055559634,0.28879058156387305,0.01703506970927915,0.28879058156387305,0.03517255748449351,0.28879058156387305,0.01,11798.716201232324
6553,0.2794249752616971,0.28879058156387305,0.08760073972290415,0.28879058156387305,0.05957445089969357,0.28879058156387305,0.05,709.6321397003701
6898,0.4809727559852013,0.28879058156387305,0.3226130536726622,0.28879058156387305,0.25266014169235324,0.28879058156387305,0.05,117.61208423111624
2664,0.279137067405961,0.28879058156387305,0.021984540022479432,0.28879058156387305,0.03476954989642518,0.28879058156387305,0.01,9994.62311817014
7262,0.2805599515255162,0.28879058156387305,0.015779429647487263,0.28879058156387305,0.03469397642242814,0.28879058156387305,0.05,2501.518631857945
121,0.2813330439177027,0.28879058156387305,0.020169997521070744,0.28879058156387305,0.037375264547558726,0.28879058156387305,0.01,10286.795224957905
3171,0.2835279344262218,0.28879058156387305,0.02008410316643489,0.28879058156387305,0.03649732044958918,0.28879058156387305,0.02,5203.2925987506605
5316,0.2810870640922488,0.28879058156387305,0.017944001783325815,0.28879058156387305,0.03523768437340911,0.28879058156387305,0.02,5687.534673239583
7422,0.2827780246058735,0.28879058156387305,0.022955679035916145,0.28879058156387305,0.033874875645528206,0.28879058156387305,0.05,1966.3130447952735
7254,0.2802567879641812,0.28879058156387305,0.0164536196625545,0.28879058156387305,0.03464284053018747,0.28879058156387305,0.05,2430.001015596364
2228,0.28124786790302964,0.28879058156387305,0.016715980378069362,0.28879058156387305,0.03500045713987176,0.28879058156387305,0.01,11975.166967538036
6111,0.2808372738793766,0.28879058156387305,0.04331013738144917,0.28879058156387305,0.07034120271931665,0.28879058156387305,0.02,2411.399098895099
3305,0.2790826400907086,0.28879058156387305,0.026903828723808063,0.28879058156387305,0.03958959459251887,0.28879058156387305,0.02,4170.001525468586
6820,0.33698603650596565,0.28879058156387305,0.24823405406994423,0.28879058156387305,0.1591451563824674,0.28879058156387305,0.05,208.73677945450729
7961,0.35404173765249775,0.28879058156387305,0.1908695219253194,0.28879058156387305,0.21062229321702863,0.28879058156387305,0.05,199.63646588749356
8991,0.2800112169181799,0.28879058156387305,0.026967180052797517,0.28879058156387305,0.040853259355894726,0.28879058156387305,0.05,1643.678976468942
7841,0.37331230035989976,0.28879058156387305,0.16955583387191367,0.28879058156387305,0.14640024590143283,0.28879058156387305,0.05,276.39385297101705
5274,0.28177210365825783,0.28879058156387305,0.018189887300365554,0.28879058156387305,0.036199977900545736,0.28879058156387305,0.02,5581.994960056052
3714,0.2922547190380337,0.28879058156387305,0.27143126422724406,0.28879058156387305,0.11149818294483547,0.28879058156387305,0.02,685.705100046204
4559,0.279665465869492,0.28879058156387305,0.055862158927130624,0.28879058156387305,0.060024648270523,0.28879058156387305,0.02,2219.2719933020126
4603,0.28773950441328006,0.28879058156387305,0.07227177595714665,0.28879058156387305,0.07047897842619458,0.28879058156387305,0.02,1761.7701615543745
982,0.5955802777124172,0.28879058156387305,0.7681122345074318,0.28879058156387305,0.3967341901071799,0.28879058156387305,0.01,135.1461372170572
5560,0.27769633198873905,0.28879058156387305,0.018624886576835843,0.28879058156387305,0.032723667276147395,0.28879058156387305,0.02,5697.536698738732
6301,0.28265618125206454,0.28879058156387305,0.014285433140090642,0.28879058156387305,0.035454601957996934,0.28879058156387305,0.05,2669.780905080136
5848,0.2831249420308992,0.28879058156387305,0.017075737172959765,0.28879058156387305,0.04183655817583468,0.28879058156387305,0.02,5572.561571293929
2958,0.28030795065427594,0.28879058156387305,0.03915859037299478,0.28879058156387305,0.0631987088475706,0.28879058156387305,0.01,5390.440433878592
7927,0.4995755446376454,0.28879058156387305,0.3695415494907169,0.28879058156387305,0.24499356399709768,0.28879058156387305,0.05,110.05827494010595
