# x-Amplitude, x-Frequency, y-Amplitude, y-Frequency, z-Amplitude, z-Frequency, Growth-rate, Estimated-Failure-Time
2.822687485358590376e-01,2.887905815638730500e-01,2.091181484233255172e-02,2.887905815638730500e-01,3.744886647149683889e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.003321092201923784e+04
2.806162846308103975e-01,2.887905815638730500e-01,2.182966788570087427e-02,2.887905815638730500e-01,3.700291880379168868e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.796775741053257661e+03
2.821660362268995637e-01,2.887905815638730500e-01,2.084376165666840253e-02,2.887905815638730500e-01,3.727905578203397075e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.007209784710595886e+04
2.815188093183118023e-01,2.887905815638730500e-01,2.086501377905128699e-02,2.887905815638730500e-01,3.728345477554353277e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.006481349687323018e+04
2.823040828610171582e-01,2.887905815638730500e-01,1.994015045078647436e-02,2.887905815638730500e-01,3.672575118360413976e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.043304932873922189e+04
2.815826273050239248e-01,2.887905815638730500e-01,2.179816506038982638e-02,2.887905815638730500e-01,3.726008051521093045e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.779931394973154966e+03
2.805753488815437291e-01,2.887905815638730500e-01,2.084257181827616628e-02,2.887905815638730500e-01,3.622001656542967601e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.018228739520763156e+04
2.815013690908091948e-01,2.887905815638730500e-01,2.163937152506976297e-02,2.887905815638730500e-01,3.754809182901309994e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.798240475559337938e+03
2.821981318152194662e-01,2.887905815638730500e-01,2.236518723373448481e-02,2.887905815638730500e-01,3.671838776417069017e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.672532074223949166e+03
2.805436179990555279e-01,2.887905815638730500e-01,2.097529975947900679e-02,2.887905815638730500e-01,3.677875473694018627e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.008106265593143326e+04
2.823265768573692269e-01,2.887905815638730500e-01,2.236300516478051392e-02,2.887905815638730500e-01,3.701441881213321516e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.642649122191560309e+03
2.809654669171995911e-01,2.887905815638730500e-01,2.043659462826427284e-02,2.887905815638730500e-01,3.728600809955392309e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.020521606150873231e+04
2.812692176545453782e-01,2.887905815638730500e-01,2.044203512373462400e-02,2.887905815638730500e-01,3.733879483861256288e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.019808467080119954e+04
2.825013953947839163e-01,2.887905815638730500e-01,2.150761725528887655e-02,2.887905815638730500e-01,3.735036278270935373e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.857611945777487563e+03
2.821145214270261437e-01,2.887905815638730500e-01,2.144608122711466613e-02,2.887905815638730500e-01,3.651553094232645041e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.961984206512584933e+03
2.818573114183841599e-01,2.887905815638730500e-01,2.226024258627924343e-02,2.887905815638730500e-01,3.704844396192639999e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.668075804562373378e+03
2.826397537502465251e-01,2.887905815638730500e-01,2.072733460915802267e-02,2.887905815638730500e-01,3.617010920635988641e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.022496511683136850e+04
2.832218155439301666e-01,2.887905815638730500e-01,2.282566976016257160e-02,2.887905815638730500e-01,3.710999865265424136e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.506013613310962683e+03
2.812735949213861497e-01,2.887905815638730500e-01,2.179390740551129246e-02,2.887905815638730500e-01,3.742102083054389683e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.765026398920797874e+03
2.812608639679540778e-01,2.887905815638730500e-01,2.106485224253899086e-02,2.887905815638730500e-01,3.672054465826999486e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.005872165193326327e+04
2.817933711072707070e-01,2.887905815638730500e-01,2.025343427668502630e-02,2.887905815638730500e-01,3.749261260568541310e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.024647687900993333e+04
2.820009390055288057e-01,2.887905815638730500e-01,2.084779124991422219e-02,2.887905815638730500e-01,3.706178624945107719e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.009281547072649482e+04
2.811217273709024078e-01,2.887905815638730500e-01,2.175025517091696073e-02,2.887905815638730500e-01,3.720718210238448120e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.799420497007537051e+03
2.815710098713999354e-01,2.887905815638730500e-01,2.034482735242548052e-02,2.887905815638730500e-01,3.704587426421462881e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.026045429902414071e+04
2.817482365517129383e-01,2.887905815638730500e-01,2.120863974893250764e-02,2.887905815638730500e-01,3.750799381465236282e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.933621084503456586e+03
2.812367970234336267e-01,2.887905815638730500e-01,2.143201343784573165e-02,2.887905815638730500e-01,3.736301914995628082e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.879304606370007605e+03
2.821225407513550665e-01,2.887905815638730500e-01,2.103467613251984447e-02,2.887905815638730500e-01,3.684872860764668717e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.005499349016798260e+04
2.819855145215795500e-01,2.887905815638730500e-01,2.232107524291784828e-02,2.887905815638730500e-01,3.717930607206110932e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.637634865720530797e+03
2.809367501769748365e-01,2.887905815638730500e-01,2.175683800555586189e-02,2.887905815638730500e-01,3.647927630861117626e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.872554011177033317e+03
2.815545361026882687e-01,2.887905815638730500e-01,2.127165249810178752e-02,2.887905815638730500e-01,3.698509970244773931e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.966837271752552624e+03
2.817817623622934642e-01,2.887905815638730500e-01,2.226275813999693820e-02,2.887905815638730500e-01,3.710540661413104513e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.661564049859329316e+03
2.808753089895941746e-01,2.887905815638730500e-01,2.136153552533150840e-02,2.887905815638730500e-01,3.721754424999049876e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.915502759007767963e+03
2.835279344262218171e-01,2.887905815638730500e-01,2.008410316643488916e-02,2.887905815638730500e-01,3.649732044958917815e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.040658519750132109e+04
2.804889844539353305e-01,2.887905815638730500e-01,2.131159308920851231e-02,2.887905815638730500e-01,3.694802836417662023e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.958300604203646799e+03
2.815678277076413272e-01,2.887905815638730500e-01,1.988494908215758875e-02,2.887905815638730500e-01,3.715569404546226195e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.040842934350995347e+04
2.812144235276704540e-01,2.887905815638730500e-01,2.134193993056863678e-02,2.887905815638730500e-01,3.717222619106905213e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.926106304229280795e+03
2.818158207056516429e-01,2.887905815638730500e-01,2.189611837746590142e-02,2.887905815638730500e-01,3.746396668800569540e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.730751425360313078e+03
2.818536329373811933e-01,2.887905815638730500e-01,2.235101787391348405e-02,2.887905815638730500e-01,3.672433525606692839e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.675882928010880278e+03
2.821752108176762142e-01,2.887905815638730500e-01,2.087915707110801766e-02,2.887905815638730500e-01,3.693081098486736963e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.009612414964113123e+04
2.824318848855419395e-01,2.887905815638730500e-01,2.151542702341740707e-02,2.887905815638730500e-01,3.644660752388347719e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.948194356466869067e+03
2.819758060543492983e-01,2.887905815638730500e-01,2.196943331085260409e-02,2.887905815638730500e-01,3.716960048211441492e-02,2.887905815638730500e-01,1.000000000000000021e-02,9.739009096293455514e+03
2.810915494994468689e-01,2.887905815638730500e-01,1.827986870850006884e-02,2.887905815638730500e-01,3.695051826429501807e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.104754911414511662e+04
2.813330439177026965e-01,2.887905815638730500e-01,2.016999752107074412e-02,2.887905815638730500e-01,3.737526454755872585e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.028679522495790479e+04
2.811665556213968076e-01,2.887905815638730500e-01,2.012612232895348574e-02,2.887905815638730500e-01,3.680767311308880824e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.035968856272846097e+04
2.810770598963920897e-01,2.887905815638730500e-01,1.826511428926739719e-02,2.887905815638730500e-01,3.699431307647162853e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.104925041364407480e+04
2.804689473007662692e-01,2.887905815638730500e-01,1.912054392531760405e-02,2.887905815638730500e-01,3.646227639629757294e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.076155217604570680e+04
2.818694336035746928e-01,2.887905815638730500e-01,1.889706855573107178e-02,2.887905815638730500e-01,3.655997811815538123e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.083788045073441390e+04
2.819097359084996035e-01,2.887905815638730500e-01,1.968520256436290944e-02,2.887905815638730500e-01,3.730636406834630242e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.046465196478796133e+04
2.825176242290027839e-01,2.887905815638730500e-01,1.733398973116114308e-02,2.887905815638730500e-01,3.673285178147757402e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.148791945513099927e+04
2.814462989630526213e-01,2.887905815638730500e-01,1.528277461719566334e-02,2.887905815638730500e-01,3.624547420023637584e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.262319143470486415e+04
2.813794818390281671e-01,2.887905815638730500e-01,1.569749024525895001e-02,2.887905815638730500e-01,3.740036363459586094e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.226190226916041138e+04
2.798697325542724434e-01,2.887905815638730500e-01,1.485546364136777937e-02,2.887905815638730500e-01,3.673241620149701042e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.283548950624268946e+04
2.792753623218489079e-01,2.887905815638730500e-01,1.506503235973955836e-02,2.887905815638730500e-01,3.665080626671124442e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.271287754216733447e+04
2.825627547997081601e-01,2.887905815638730500e-01,1.694079100868669738e-02,2.887905815638730500e-01,3.741710838640527337e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.160568085676703231e+04
2.797550528587463559e-01,2.887905815638730500e-01,1.819670299807083294e-02,2.887905815638730500e-01,3.648133769477210353e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.113128001379103443e+04
2.831278919499101709e-01,2.887905815638730500e-01,1.430351005872334755e-02,2.887905815638730500e-01,3.550098590180279096e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.333135974018549678e+04
2.823439236109040462e-01,2.887905815638730500e-01,1.606207956648204177e-02,2.887905815638730500e-01,3.582553279436329757e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.222400888915869655e+04
2.827410235533570626e-01,2.887905815638730500e-01,1.419904222122041551e-02,2.887905815638730500e-01,3.562688872186287048e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.338943619254984696e+04
2.810320038714451685e-01,2.887905815638730500e-01,1.498303040109042958e-02,2.887905815638730500e-01,3.612057585365991558e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.281981135318025554e+04
2.806723470525729902e-01,2.887905815638730500e-01,1.507994694950880871e-02,2.887905815638730500e-01,3.558802045632772360e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.281776033425192873e+04
2.812444090110948203e-01,2.887905815638730500e-01,1.567744877204196169e-02,2.887905815638730500e-01,3.563643079771036670e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.245858842059556991e+04
2.824068611064539658e-01,2.887905815638730500e-01,1.408289742915143014e-02,2.887905815638730500e-01,3.694770358222552314e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.333027551488796416e+04
2.823964164078573980e-01,2.887905815638730500e-01,1.395839532324543407e-02,2.887905815638730500e-01,3.561992700722448751e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.356019045053724949e+04
2.836809503650183362e-01,2.887905815638730500e-01,1.352780839604109803e-02,2.887905815638730500e-01,3.768632643280583894e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.366392776644759397e+04
2.816300126051909936e-01,2.887905815638730500e-01,1.439527700323963919e-02,2.887905815638730500e-01,3.669081628963848096e-02,2.887905815638730500e-01,1.000000000000000021e-02,1.314108073934835193e+04
