IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G,WIND
0,0.0,0.0,17.3,0.0,10.0,7.7,2.21
0,0.0,0.0,18.3,0.0,11.1,8.6,3.58
0,1.6,0.0,20.6,0.0,11.6,9.2,12.29
0,0.0,0.0,17.5,0.0,12.7,11.3,18.79
0,2.6,0.0,16.7,0.0,10.2,11.2,7.87
0,0.0,0.0,17.8,0.0,7.7,5.5,9.67
0,0.0,0.0,18.2,0.0,11.2,10.5,5.79
0,0.0,0.0,21.4,0.0,8.2,5.3,6.04
0,0.0,0.0,17.7,0.0,11.7,10.7,3.75
0,0.7,0.0,17.1,0.0,7.3,3.7,4.21
0,0.9,0.0,17.8,0.0,10.4,9.0,8.87
0,5.1,0.0,19.3,0.0,9.1,6.0,11.92
0,0.0,0.0,20.6,0.0,13.4,13.1,13.54
0,0.0,0.0,19.5,0.0,7.6,3.3,10.54
0,0.1,0.0,18.3,0.0,13.1,8.4,7.87
0,15.0,2.0,14.4,0.0,6.1,1.6,3.88
0,1.1,0.0,19.0,0.0,10.0,9.8,10.63
0,1.9,0.0,18.3,0.0,10.4,8.4,11.25
0,1.2,0.0,16.6,0.0,9.0,6.2,4.67
0,0.2,0.0,16.6,0.0,8.8,6.2,6.83
0,0.8,0.0,19.1,0.0,5.6,2.2,6.83
0,0.1,0.0,18.4,0.0,11.2,10.2,10.92
0,0.4,0.0,18.8,0.0,11.6,9.7,15.09
0,0.3,0.0,18.3,0.0,12.2,12.0,9.42
0,0.0,0.0,19.0,0.0,11.1,10.7,12.96
0,0.4,0.0,21.7,0.0,11.2,9.3,10.21
0,0.8,0.0,17.0,0.0,12.5,13.3,19.04
0,0.3,0.0,15.6,0.0,12.0,11.5,13.21
0,9.5,0.0,21.0,0.0,11.3,10.1,12.58
0,0.2,0.0,17.3,0.0,13.0,12.2,19.0
0,0.0,0.0,17.2,0.0,10.5,10.5,12.08
0,5.0,0.0,21.6,0.0,11.6,10.7,8.17
0,0.0,0.0,18.0,0.0,6.4,5.0,5.66
0,1.8,0.0,19.4,0.0,12.8,12.8,10.92
0,1.1,0.0,18.2,0.0,8.6,5.2,9.79
0,0.0,0.0,21.7,0.0,12.1,9.5,12.12
0,0.0,0.0,24.6,0.0,12.6,9.4,9.08
0,0.0,0.0,22.7,0.0,17.8,14.8,14.12
0,0.0,0.0,20.0,0.0,9.4,4.8,4.58
0,0.1,0.0,21.1,0.0,5.0,4.4,2.92
0,0.1,0.0,21.0,0.0,11.1,1.3,4.63
0,0.1,0.0,20.5,0.0,12.3,10.4,3.83
0,0.0,0.0,16.1,0.0,13.7,13.7,5.88
0,0.0,0.0,18.3,0.0,14.4,14.4,1.25
0,0.2,0.0,15.6,0.0,10.6,8.4,9.38
0,3.4,0.0,16.6,0.0,9.6,8.1,14.09
0,0.0,0.0,15.8,0.0,6.7,5.0,7.87
0,0.0,0.0,17.7,0.0,6.6,3.2,3.17
0,7.9,0.0,20.2,0.0,5.6,2.3,6.92
0,0.0,0.0,21.4,0.0,13.4,10.5,4.83
0,2.8,0.0,18.2,0.0,10.5,6.4,8.63
0,0.5,0.0,19.5,0.0,10.0,6.8,11.08
0,0.8,0.0,19.1,0.0,12.6,10.7,11.75
0,1.0,0.0,19.5,0.0,10.4,7.8,12.75
0,0.5,0.0,19.4,0.0,13.1,12.4,13.0
0,0.0,2.0,19.5,0.0,12.7,13.3,20.79
0,0.0,0.0,20.0,0.0,10.5,7.2,7.87
0,0.1,0.0,18.4,0.0,5.1,1.3,4.17
0,9.0,0.0,21.6,0.0,11.6,8.1,8.17
0,9.8,0.0,17.6,0.0,11.1,9.4,4.79
0,0.0,0.0,18.3,0.0,13.2,12.6,6.46
0,0.4,0.0,20.7,0.0,4.2,0.2,4.12
0,2.8,0.0,20.3,0.0,13.3,12.1,6.08
0,0.0,0.0,16.7,0.0,5.7,5.0,5.91
0,0.0,0.0,15.5,0.0,4.6,0.5,8.92
0,1.2,0.0,16.6,0.0,12.2,9.8,12.46
0,32.0,0.0,14.5,0.0,8.1,4.5,8.08
0,6.1,0.0,14.4,0.0,10.5,10.0,9.13
0,1.2,0.0,16.8,0.0,8.0,2.2,9.21
0,0.0,0.0,14.8,0.0,8.5,4.6,10.96
0,0.5,0.0,16.0,0.0,10.3,7.6,5.83
0,3.4,0.0,17.7,0.0,10.4,8.4,8.71
0,7.3,0.0,15.5,0.0,13.8,10.6,4.04
0,4.0,0.0,12.7,0.0,6.6,5.1,3.5
0,1.8,0.0,14.7,0.0,8.8,9.7,5.63
0,3.0,0.0,15.0,0.0,11.0,9.5,12.96
0,0.6,0.0,14.6,0.0,4.3,2.7,6.87
0,1.6,0.0,15.1,0.0,6.4,2.7,10.17
0,1.7,0.0,17.5,0.0,7.8,2.7,9.04
0,0.9,0.0,16.6,0.0,10.4,8.3,11.75
0,0.1,0.0,14.3,0.0,9.0,6.8,12.71
0,0.0,0.0,15.5,0.0,2.0,-1.5,5.58
0,0.0,0.0,17.8,0.0,5.7,2.6,9.92
0,0.0,0.0,15.6,0.0,8.8,0.0,2.96
0,0.0,0.0,13.8,0.0,2.5,2.3,9.0
0,2.2,0.0,12.2,0.0,6.5,4.1,14.58
0,0.0,0.0,12.6,0.0,8.8,7.3,22.17
0,0.0,0.0,12.3,0.0,6.0,4.5,21.84
0,1.1,0.0,9.6,0.0,5.7,3.5,13.21
0,0.0,0.0,10.7,0.0,2.5,-0.2,12.08
0,0.3,0.0,13.7,0.0,5.0,3.8,7.5
0,16.7,0.0,12.6,0.0,8.4,4.8,17.58
0,6.6,0.0,14.5,0.0,6.0,4.8,16.21
0,5.6,0.0,11.5,0.0,8.2,6.6,17.96
0,0.2,0.0,11.1,0.0,3.2,1.7,18.34
0,0.0,0.0,13.3,0.0,7.4,5.2,9.79
0,1.6,0.0,11.6,0.0,4.5,-0.4,7.79
0,0.0,0.0,11.7,0.0,3.7,1.0,9.75
0,0.0,0.0,10.4,0.0,1.5,-3.6,9.42
0,0.0,0.0,12.5,0.0,5.0,-1.1,14.88
0,0.5,0.0,15.4,0.0,8.3,8.4,15.25
0,0.3,0.0,15.4,0.0,7.7,3.1,13.08
0,0.5,0.0,11.7,0.0,8.0,5.4,15.83
0,0.0,0.0,8.2,0.0,2.2,-1.2,11.21
0,0.0,0.0,10.6,0.0,1.3,-2.4,8.5
0,0.0,2.0,11.3,0.0,6.6,4.1,8.21
0,4.1,0.0,13.2,0.0,6.6,5.6,9.29
0,0.0,0.0,10.0,0.0,2.3,-1.6,6.58
0,0.0,0.0,9.5,1.0,-1.0,-6.3,8.21
0,0.3,0.0,6.1,1.0,-1.6,-6.6,7.71
0,0.0,0.0,8.6,1.0,-1.6,-5.5,12.12
0,0.0,0.0,10.5,0.0,0.8,-4.4,13.04
0,0.0,0.0,10.5,0.0,3.2,1.1,21.87
0,0.0,0.0,9.4,0.0,8.0,5.4,15.71
0,0.0,0.0,8.7,0.0,6.7,5.8,6.0
0,0.5,0.0,8.3,0.0,6.1,5.0,2.29
0,0.4,0.0,9.6,0.0,6.0,5.5,3.13
0,0.0,0.0,9.6,0.0,6.1,6.3,9.29
0,0.0,0.0,9.4,0.0,8.4,7.2,9.33
0,0.0,0.0,9.5,0.0,8.4,7.2,13.04
0,17.8,0.0,10.2,0.0,1.1,-2.7,7.0
0,0.0,0.0,8.7,0.0,2.4,-0.5,15.41
0,0.0,0.0,7.7,0.0,2.8,-0.2,11.83
0,8.6,0.0,8.1,1.0,-0.4,-5.4,6.34
0,0.9,0.0,8.3,0.0,1.7,-1.7,12.79
0,12.5,0.0,12.6,0.0,3.5,4.2,15.29
0,5.8,0.0,13.1,0.0,6.6,6.7,16.5
0,0.0,0.0,5.5,0.0,4.6,3.3,7.25
0,3.0,0.0,7.2,0.0,0.3,-2.6,12.21
0,3.2,0.0,7.4,1.0,-3.2,-7.8,7.67
0,0.1,2.0,5.0,0.0,0.7,-1.4,17.83
0,0.0,0.0,3.3,1.0,-0.4,-3.1,12.62
0,4.5,0.0,5.5,1.0,-5.4,-10.4,8.87
0,3.4,0.0,13.3,0.0,5.1,0.1,10.04
0,4.6,0.0,14.0,0.0,5.1,0.4,18.84
0,0.4,0.0,11.8,0.0,9.5,8.3,25.62
0,3.3,0.0,13.4,0.0,9.1,7.5,16.83
0,0.2,2.0,13.5,0.0,7.8,2.5,16.66
0,0.1,0.0,12.7,1.0,-1.1,-5.5,9.38
0,0.0,0.0,11.2,0.0,7.8,3.3,6.92
0,0.0,0.0,9.0,0.0,4.8,1.6,9.54
0,0.0,0.0,4.4,1.0,-2.7,-8.3,4.79
0,0.0,0.0,2.1,1.0,-5.0,-8.5,3.54
0,0.0,0.0,6.1,1.0,-5.5,-9.0,3.63
0,0.0,0.0,6.2,1.0,-5.0,-6.7,4.33
0,0.0,2.0,5.0,0.0,3.8,3.4,18.12
0,0.0,0.0,2.6,1.0,-0.5,-5.1,8.5
0,0.0,2.0,5.0,1.0,-2.7,-10.7,11.92
0,0.0,0.0,5.0,0.0,0.7,-0.5,17.12
0,0.0,0.0,3.3,1.0,-3.2,-9.4,2.92
0,0.0,0.0,3.8,1.0,-5.2,-10.0,8.96
0,0.0,2.0,3.0,1.0,-5.0,-8.6,15.0
0,0.0,0.0,1.7,0.0,0.1,0.0,17.29
0,1.3,0.0,1.5,1.0,-11.0,-13.4,10.04
0,0.0,1.0,-0.1,1.0,-7.8,-10.5,8.46
0,0.0,0.0,1.8,1.0,-8.1,-8.8,4.58
0,1.8,0.0,9.1,1.0,-2.3,-7.1,15.29
0,2.1,0.0,11.6,0.0,4.6,2.4,8.46
0,0.0,0.0,8.8,0.0,4.5,0.6,14.29
0,6.8,0.0,10.8,0.0,6.2,3.3,17.71
0,0.0,0.0,6.2,0.0,3.1,0.5,15.29
0,4.2,0.0,12.5,0.0,1.7,-1.1,14.29
0,0.7,0.0,7.6,0.0,2.4,0.0,25.96
0,0.1,0.0,7.6,0.0,3.2,0.7,23.54
0,0.0,0.0,5.5,0.0,0.0,-1.2,19.7
0,0.1,0.0,8.6,0.0,0.5,-2.6,12.42
0,7.8,0.0,11.5,0.0,0.8,-0.3,20.38
0,2.7,0.0,8.1,0.0,2.6,-0.5,19.75
0,1.0,0.0,8.6,0.0,2.8,3.8,22.79
0,0.0,0.0,8.3,0.0,1.1,-2.7,12.46
0,1.1,0.0,9.8,0.0,2.2,1.6,16.08
0,1.1,0.0,11.1,0.0,4.2,1.8,10.29
0,2.4,0.0,8.8,0.0,5.5,3.8,17.29
0,0.0,0.0,6.2,0.0,1.8,-0.5,23.25
0,2.6,0.0,11.2,0.0,2.3,-0.4,12.71
0,1.0,0.0,11.7,0.0,3.3,1.1,17.25
0,0.0,0.0,11.3,0.0,7.2,5.4,18.29
0,0.9,0.0,8.7,0.0,7.0,4.7,7.41
0,0.0,0.0,7.7,0.0,4.6,1.8,5.17
0,0.0,0.0,8.2,0.0,5.6,5.0,3.63
0,0.0,0.0,10.2,0.0,5.5,4.5,2.17
0,0.3,0.0,11.1,0.0,1.1,-2.7,13.33
0,0.3,0.0,7.4,0.0,1.6,-0.5,15.71
0,0.8,0.0,10.0,0.0,2.1,1.1,13.17
0,0.0,0.0,10.7,0.0,3.6,-1.7,15.96
0,4.0,0.0,10.2,0.0,3.8,1.1,18.88
0,0.0,0.0,10.7,0.0,3.3,0.4,15.75
0,2.6,0.0,11.6,0.0,3.8,1.8,18.75
0,1.1,0.0,8.5,0.0,5.5,3.8,25.0
0,0.1,2.0,10.0,0.0,1.7,-1.4,8.21
0,1.1,0.0,10.5,0.0,6.8,6.0,14.96
0,0.4,0.0,12.4,0.0,1.7,-2.2,24.41
0,2.7,0.0,6.1,0.0,2.0,-0.1,15.79
0,0.0,0.0,6.8,1.0,-1.1,-4.0,11.71
0,2.9,0.0,10.7,0.0,0.1,-5.0,23.45
0,0.0,0.0,8.8,0.0,6.3,5.5,28.84
0,0.0,0.0,10.5,0.0,3.1,2.4,14.12
0,0.0,0.0,9.8,0.0,3.8,-0.8,8.29
0,0.0,0.0,10.8,0.0,6.2,2.2,7.92
0,0.0,0.0,10.6,0.0,4.8,2.7,1.46
0,0.0,0.0,9.5,0.0,6.1,5.4,7.04
0,0.0,0.0,6.6,0.0,2.7,-2.3,15.29
0,0.0,0.0,4.0,0.0,3.2,-0.5,20.21
0,0.0,0.0,5.7,0.0,2.2,1.1,18.12
0,0.4,0.0,4.6,0.0,2.3,1.7,22.63
0,5.4,0.0,2.7,1.0,-1.0,-1.5,25.62
0,0.0,0.0,3.5,1.0,-1.0,-0.8,26.87
0,5.5,0.0,3.6,1.0,-0.5,-1.1,13.88
0,1.1,0.0,3.5,0.0,0.0,-0.1,7.96
0,0.5,0.0,5.5,0.0,0.1,-1.6,9.59
0,5.0,0.0,1.0,1.0,-6.0,-5.4,6.71
0,0.0,0.0,3.3,1.0,-7.4,-8.8,5.33
0,0.0,0.0,6.1,1.0,-6.2,-12.0,5.79
0,0.0,0.0,6.1,1.0,-6.6,-12.0,8.0
0,2.7,0.0,5.5,1.0,-1.2,-4.7,29.58
0,13.9,0.0,6.2,0.0,1.2,0.3,18.0
0,6.0,0.0,9.2,0.0,2.7,1.6,9.0
0,7.7,0.0,8.3,0.0,5.8,6.6,3.83
0,2.7,2.0,5.5,0.0,4.5,4.5,10.92
0,0.0,0.0,6.1,0.0,3.1,1.1,7.71
0,0.0,0.0,5.7,1.0,-2.7,-7.2,6.83
0,0.0,0.0,5.4,1.0,-3.8,-10.0,4.0
0,3.0,0.0,5.6,0.0,0.2,-3.2,16.54
0,0.0,0.0,6.1,0.0,1.7,1.8,12.58
0,0.0,0.0,7.2,0.0,3.5,2.3,7.71
0,0.0,0.0,11.6,1.0,-4.2,-9.2,5.79
0,0.0,0.0,6.7,1.0,-0.5,-6.3,9.04
0,0.0,0.0,9.4,1.0,-1.6,-6.4,7.67
0,0.0,0.0,6.5,0.0,2.2,-2.3,6.71
0,0.5,0.0,9.3,1.0,-1.5,-6.6,5.96
0,0.0,0.0,6.8,0.0,2.5,-0.5,9.42
0,0.2,0.0,6.8,0.0,2.6,0.0,3.5
0,2.3,0.0,10.2,0.0,2.7,1.5,19.41
0,0.3,0.0,12.6,0.0,2.8,1.7,14.88
0,0.2,0.0,11.1,0.0,1.6,-2.2,9.92
0,4.4,0.0,10.1,1.0,-2.1,-7.7,13.54
0,1.2,0.0,13.6,0.0,3.2,2.2,10.83
0,0.3,0.0,9.3,0.0,0.8,-3.8,13.75
0,0.4,0.0,9.2,1.0,-0.1,-4.3,16.42
0,2.7,0.0,8.6,0.0,1.4,-2.0,19.79
0,5.2,0.0,9.8,0.0,2.4,-0.1,20.83
0,4.0,0.0,12.1,0.0,3.4,0.0,10.67
0,3.8,0.0,10.2,0.0,1.7,-1.1,17.83
0,1.7,0.0,9.3,0.0,4.4,3.0,22.42
0,1.1,0.0,10.8,0.0,1.1,-1.1,17.08
0,1.5,0.0,13.1,0.0,5.4,5.5,22.5
0,6.1,0.0,10.5,0.0,2.2,0.3,18.25
0,3.8,0.0,9.4,0.0,3.0,1.3,16.21
0,1.8,0.0,11.1,0.0,4.5,4.3,12.04
0,0.1,0.0,12.3,0.0,6.6,5.6,14.12
0,0.0,0.0,10.5,0.0,5.0,3.4,3.79
0,0.0,0.0,10.6,1.0,-1.1,-5.2,6.58
0,0.0,0.0,8.2,0.0,1.7,-3.7,11.42
0,0.0,0.0,7.6,0.0,1.8,-3.1,13.83
0,0.5,0.0,9.1,0.0,1.6,-2.8,15.34
0,3.3,0.0,9.0,0.0,5.4,5.3,14.83
0,0.8,0.0,8.4,0.0,5.7,4.3,11.71
0,0.0,0.0,12.0,0.0,6.1,5.6,6.21
0,0.2,0.0,12.2,0.0,3.3,-0.4,6.17
0,7.4,0.0,11.1,0.0,3.3,-1.1,3.58
